Database;species;species_tpl;plant.duration;Germination_p;Height_cm;LDMC_mg.g;LeafN.mass_mg.g;Root.diameter_mm;RootN.mass_mg.g;RS.ratio;Seed.mass_mg;SLA_mm2.mg;SRL_m.g;RMF_g.g;Root.depth_cm;Root.tissue.density_g.cm3
Nippert&Donnelly;Vulpia octoflora;Vulpia octoflora;annual;NA;19.1;413.052;16.62;NA;NA;NA;NA;15.87064444;NA;NA;NA;NA
Nippert&Donnelly;Agrostis gigantea;Agrostis gigantea;perennial;NA;53;329.273;20.42;NA;NA;NA;NA;16.07009591;NA;NA;NA;NA
Nippert&Donnelly;Agrostis hyemalis;Agrostis hyemalis;perennial;NA;30.7;357.7502;17.109;NA;NA;NA;NA;25.70171389;NA;NA;NA;NA
Nippert&Donnelly;Andropogon gerardii;Andropogon gerardii;perennial;NA;112.1;371.7152;13.7692;NA;NA;NA;NA;11.03102318;NA;NA;NA;NA
Nippert&Donnelly;Andropogon virginicus;Andropogon virginicus;perennial;NA;36.4;349.2114;17.807;NA;NA;NA;NA;21.31720941;NA;NA;NA;NA
Nippert&Donnelly;Bothriochloa bladhii;Bothriochloa bladhii;perennial;NA;86.5;355.4924;11.5158;NA;NA;NA;NA;11.11130629;NA;NA;NA;NA
Nippert&Donnelly;Bothriochloa ischaemum;Bothriochloa ischaemum;perennial;NA;40.8;309.1226;19.1524;NA;NA;NA;NA;19.65003053;NA;NA;NA;NA
Nippert&Donnelly;Bothriochloa laguroides;Bothriochloa laguroides;perennial;NA;77.6;319.95625;17.433;NA;NA;NA;NA;17.94700146;NA;NA;NA;NA
Nippert&Donnelly;Bouteloua curtipendula;Bouteloua curtipendula;perennial;NA;62.9;442.4966;12.311;NA;NA;NA;NA;9.82231987;NA;NA;NA;NA
Nippert&Donnelly;Bouteloua dactyloides;Buchloe dactyloides;perennial;NA;18.4;450.9938;16.3154;NA;NA;NA;NA;14.41600845;NA;NA;NA;NA
Nippert&Donnelly;Bouteloua gracilis;Bouteloua gracilis;perennial;NA;33.8;433.4134;14.6588;NA;NA;NA;NA;9.588206672;NA;NA;NA;NA
Nippert&Donnelly;Bouteloua hirsuta;Chondrosum hirsutum;perennial;NA;25.6;449.7874;10.2858;NA;NA;NA;NA;10.69992139;NA;NA;NA;NA
Nippert&Donnelly;Bromus inermis;Bromus inermis;perennial;NA;53.4;225.523;23.12;NA;NA;NA;NA;18.22359185;NA;NA;NA;NA
Nippert&Donnelly;Bromus pubescens;Bromus pubescens;perennial;NA;62.3;262.0256;21.72;NA;NA;NA;NA;39.01194257;NA;NA;NA;NA
Nippert&Donnelly;Chloris verticillata;Chloris verticillata;perennial;NA;14.6;341.9656;19.4188;NA;NA;NA;NA;22.08065722;NA;NA;NA;NA
Nippert&Donnelly;Dactylis glomerata;Dactylis glomerata;perennial;NA;64.7;253.587;27.0106;NA;NA;NA;NA;27.99226971;NA;NA;NA;NA
Nippert&Donnelly;Diarrhena obovata;Diarrhena obovata;perennial;NA;81.6;311.5494;27.72;NA;NA;NA;NA;25.66491307;NA;NA;NA;NA
Nippert&Donnelly;Dichanthelium linearifolium;Panicum linearifolium;perennial;NA;32.9;263.7488;18.0488;NA;NA;NA;NA;12.44514213;NA;NA;NA;NA
Nippert&Donnelly;Dichanthelium oligosanthes;Panicum oligosanthes;perennial;NA;25.2;244.0288;21.0687;NA;NA;NA;NA;17.61827903;NA;NA;NA;NA
Nippert&Donnelly;Dichanthelium praecocius;Panicum acuminatum;perennial;NA;19.5;244.788;15.0398;NA;NA;NA;NA;16.55932116;NA;NA;NA;NA
Nippert&Donnelly;Digitaria cognata;Digitaria cognata;perennial;NA;35.9;286.8222;17.8202;NA;NA;NA;NA;26.73018769;NA;NA;NA;NA
Nippert&Donnelly;Elymus canadensis;Elymus canadensis;perennial;NA;96;298.023;22.2048;NA;NA;NA;NA;14.39023079;NA;NA;NA;NA
Nippert&Donnelly;Elymus villosus;Elymus villosus;perennial;NA;89;335.991;24.3912;NA;NA;NA;NA;18.79886644;NA;NA;NA;NA
Nippert&Donnelly;Elymus virginicus;Elymus virginicus;perennial;NA;77.2;349.166;21.5448;NA;NA;NA;NA;18.41607161;NA;NA;NA;NA
Nippert&Donnelly;Eragrostis spectabilis;Eragrostis spectabilis;perennial;NA;25.5;384.1576;9.5262;NA;NA;NA;NA;13.04849229;NA;NA;NA;NA
Nippert&Donnelly;Glyceria striata;Glyceria striata;perennial;NA;69.3;299.5678;19.5332;NA;NA;NA;NA;18.45670098;NA;NA;NA;NA
Nippert&Donnelly;Hesperostipa spartea;Hesperostipa spartea;perennial;NA;72.3;325.9104;21.2488;NA;NA;NA;NA;8.761503057;NA;NA;NA;NA
Nippert&Donnelly;Hopia obtusa;Hopia obtusa;perennial;NA;47.875;299.241;16.975;NA;NA;NA;NA;13.57145488;NA;NA;NA;NA
Nippert&Donnelly;Koeleria macrantha;Koeleria macrantha;perennial;NA;31.3;319.4462;17.2476;NA;NA;NA;NA;13.38278694;NA;NA;NA;NA
Nippert&Donnelly;Leersia oryzoides;Leersia oryzoides;perennial;NA;64;328.7106667;22.11466667;NA;NA;NA;NA;34.03528758;NA;NA;NA;NA
Nippert&Donnelly;Leersia virginica;Leersia virginica;perennial;NA;32.6;339.3036;24.7358;NA;NA;NA;NA;51.88747535;NA;NA;NA;NA
Nippert&Donnelly;Lolium perenne;Lolium perenne;perennial;NA;19.4;255.2002;22.74;NA;NA;NA;NA;28.10305166;NA;NA;NA;NA
Nippert&Donnelly;Muhlenbergia bushii;Muhlenbergia bushii;perennial;NA;37;355.1408;20.78;NA;NA;NA;NA;44.88029304;NA;NA;NA;NA
Nippert&Donnelly;Muhlenbergia cuspidata;Muhlenbergia cuspidata;perennial;NA;42.4;512.6042;8.839;NA;NA;NA;NA;13.50735178;NA;NA;NA;NA
Nippert&Donnelly;Muhlenbergia frondosa;Muhlenbergia frondosa;perennial;NA;45.75;394.9417;13.89888889;NA;NA;NA;NA;27.3482545;NA;NA;NA;NA
Nippert&Donnelly;Muhlenbergia schreberi;Muhlenbergia schreberi;perennial;NA;31.9;334.4626;22.44;NA;NA;NA;NA;42.66026181;NA;NA;NA;NA
Nippert&Donnelly;Panicum virgatum;Panicum virgatum;perennial;NA;97.2;413.1682;10.846;NA;NA;NA;NA;9.291319304;NA;NA;NA;NA
Nippert&Donnelly;Pascopyrum smithii;Elymus smithii;perennial;NA;56.5;358.702;26.7742;NA;NA;NA;NA;7.600768646;NA;NA;NA;NA
Nippert&Donnelly;Paspalum pubiflorum;Paspalum pubiflorum;perennial;NA;46;187.4262;21.765;NA;NA;NA;NA;37.87046156;NA;NA;NA;NA
Nippert&Donnelly;Paspalum setaceum;Paspalum setaceum;perennial;NA;26;217.9168;15.48;NA;NA;NA;NA;27.01074888;NA;NA;NA;NA
Nippert&Donnelly;Phalaris arundinacea;Phalaris arundinacea;perennial;NA;123.2;330.252;28.1994;NA;NA;NA;NA;19.71328099;NA;NA;NA;NA
Nippert&Donnelly;Poa compressa;Poa compressa;perennial;NA;36.3;299.1736;11.2;NA;NA;NA;NA;16.76697995;NA;NA;NA;NA
Nippert&Donnelly;Poa pratensis;Poa pratensis;perennial;NA;35.64;272.5962;20.3114;NA;NA;NA;NA;21.69470713;NA;NA;NA;NA
Nippert&Donnelly;Schedonnardus paniculatus;Schedonnardus paniculatus;perennial;NA;17.2;346.363;18.131;NA;NA;NA;NA;19.95660264;NA;NA;NA;NA
Nippert&Donnelly;Schedonorus arundinaceus;Schedonorus arundinaceus;perennial;NA;54.4;246.7578;16.6014;NA;NA;NA;NA;14.83936277;NA;NA;NA;NA
Nippert&Donnelly;Schizachyrium scoparium;Schizachyrium scoparium;perennial;NA;67.7;381.2906;11.2074;NA;NA;NA;NA;17.25432693;NA;NA;NA;NA
Nippert&Donnelly;Sorghastrum nutans;Sorghastrum nutans;perennial;NA;137.9;388.7782;10.854;NA;NA;NA;NA;11.3625889;NA;NA;NA;NA
Nippert&Donnelly;Sorghum halepense;Sorghum halepense;perennial;NA;159.9;306.519;18.8152;NA;NA;NA;NA;21.23412823;NA;NA;NA;NA
Nippert&Donnelly;Spartina pectinata;Spartina pectinata;perennial;NA;222.4;428.4842;12.7284;NA;NA;NA;NA;6.764271976;NA;NA;NA;NA
Nippert&Donnelly;Sphenopholis obtusata;Sphenopholis obtusata;perennial;NA;40;275.7226;20.1334;NA;NA;NA;NA;21.8169419;NA;NA;NA;NA
Nippert&Donnelly;Sporobolus compositus;Sporobolus compositus;perennial;NA;56.2;371.2118;12.4676;NA;NA;NA;NA;14.18367821;NA;NA;NA;NA
Nippert&Donnelly;Sporobolus heterolepis;Sporobolus heterolepis;perennial;NA;59;487.5148;9.4216;NA;NA;NA;NA;9.706880706;NA;NA;NA;NA
Nippert&Donnelly;Tridens flavus;Tridens flavus;perennial;NA;79.2;381.7426;19.4192;NA;NA;NA;NA;15.51324324;NA;NA;NA;NA
Nippert&Donnelly;Tripsacum dactyloides;Tripsacum dactyloides;perennial;NA;114.3;264.5462;15.2302;NA;NA;NA;NA;18.63467896;NA;NA;NA;NA
Larios&Maron2021;Aira caryophyllea;Aira caryophyllea;annual;NA;20.32;NA;12.3;NA;NA;NA;0.1;21.892;NA;NA;NA;NA
Larios&Maron2021;Aira caryophyllea;Aira caryophyllea;annual;NA;6.85;NA;19.5;NA;NA;NA;0.1;28.621;NA;NA;NA;NA
Larios&Maron2021;Anthoxanthum aristatum;Anthoxanthum aristatum;annual;NA;22.95;NA;20.4;NA;NA;NA;0.4;28.204;NA;NA;NA;NA
Larios&Maron2021;Avena barbata;Avena barbata;annual;NA;61.71;NA;20.2;NA;NA;NA;6.1;20.77;NA;NA;NA;NA
Larios&Maron2021;Avena barbata;Avena barbata;annual;NA;36.13;NA;17.8;NA;NA;NA;6.1;6.552;NA;NA;NA;NA
Larios&Maron2021;Avena fatua;Avena fatua;annual;NA;35.76;NA;18.4;NA;NA;NA;8.9;5.996;NA;NA;NA;NA
Larios&Maron2021;Brachypodium distachyon;Brachypodium distachyon;annual;NA;9.58;NA;20.2;NA;NA;NA;4.2;19.086;NA;NA;NA;NA
Larios&Maron2021;Briza maxima;Briza maxima;annual;NA;25.23;NA;19.2;NA;NA;NA;3.8;30.778;NA;NA;NA;NA
Larios&Maron2021;Briza minor;Briza minor;annual;NA;12.13;NA;21.8;NA;NA;NA;0.4;44.355;NA;NA;NA;NA
Larios&Maron2021;Briza minor;Briza minor;annual;NA;8.09;NA;21.8;NA;NA;NA;0.4;45.17;NA;NA;NA;NA
Larios&Maron2021;Bromus diandrus;Bromus diandrus;annual;NA;43.9;NA;16.2;NA;NA;NA;15.4;28.004;NA;NA;NA;NA
Larios&Maron2021;Bromus hordeaceus;Bromus hordeaceus;annual;NA;27.43;NA;22.2;NA;NA;NA;3.3;35.778;NA;NA;NA;NA
Larios&Maron2021;Bromus hordeaceus;Bromus hordeaceus;annual;NA;11.9;NA;20;NA;NA;NA;3.3;25.919;NA;NA;NA;NA
Larios&Maron2021;Bromus madritensis;Bromus madritensis;annual;NA;22.58;NA;19.6;NA;NA;NA;3.1;29.97;NA;NA;NA;NA
Larios&Maron2021;Cynosurus echinatus;Cynosurus echinatus;annual;NA;29.08;NA;17;NA;NA;NA;1.6;33.853;NA;NA;NA;NA
Larios&Maron2021;Cynosurus echinatus;Cynosurus echinatus;annual;NA;21.24;NA;17;NA;NA;NA;1.6;29.089;NA;NA;NA;NA
Larios&Maron2021;Hordeum marinum;Hordeum marinum;annual;NA;29.07;NA;28.3;NA;NA;NA;0.9;23.521;NA;NA;NA;NA
Larios&Maron2021;Hordeum murinum;Hordeum murinum;annual;NA;30.46;NA;26.5;NA;NA;NA;5.4;32.327;NA;NA;NA;NA
Larios&Maron2021;Hordeum murinum;Hordeum murinum;annual;NA;9.79;NA;26.5;NA;NA;NA;5.4;32.327;NA;NA;NA;NA
Larios&Maron2021;Lolium perenne;Lolium perenne;1|2;NA;38.24;NA;20.3;NA;NA;NA;2.1;30.348;NA;NA;NA;NA
Larios&Maron2021;Taeniatherum caput-medusae;Taeniatherum caput-medusae;annual;NA;42.2;NA;23.9;NA;NA;NA;3;21.974;NA;NA;NA;NA
Larios&Maron2021;Taeniatherum caput-medusae;Taeniatherum caput-medusae;annual;NA;26.21;NA;22;NA;NA;NA;3;19.805;NA;NA;NA;NA
Larios&Maron2021;Festuca bromoides;Vulpia bromoides;annual;NA;23.07;NA;16.4;NA;NA;NA;0.5;12.167;NA;NA;NA;NA
Larios&Maron2021;Festuca bromoides;Vulpia bromoides;annual;NA;23.99;NA;19.1;NA;NA;NA;0.5;12.167;NA;NA;NA;NA
Larios&Maron2021;Festuca microstachys;Vulpia microstachys;annual;NA;17.64;NA;16.7;NA;NA;NA;1.2;20.568;NA;NA;NA;NA
Sandal&Low2019;Aegilops triuncialis;Aegilops triuncialis;annual;NA;40.2;NA;NA;NA;NA;NA;NA;16.978;NA;NA;NA;NA
Sandal&Low2019;Aira caryophyllea;Aira caryophyllea;annual;NA;10.463;NA;NA;NA;NA;NA;NA;11.91;NA;NA;NA;NA
Sandal&Low2019;Avena barbata;Avena barbata;annual;NA;43.763;NA;NA;NA;NA;NA;NA;17.589;NA;NA;NA;NA
Sandal&Low2019;Avena fatua;Avena fatua;annual;NA;41.082;NA;NA;NA;NA;NA;NA;15.129;NA;NA;NA;NA
Sandal&Low2019;Brachypodium distachyon;Brachypodium distachyon;annual;NA;26.486;NA;NA;NA;NA;NA;NA;20.787;NA;NA;NA;NA
Sandal&Low2019;Briza maxima;Briza maxima;annual;NA;26.89;NA;NA;NA;NA;NA;NA;18.546;NA;NA;NA;NA
Sandal&Low2019;Briza minor;Briza minor;annual;NA;17.529;NA;NA;NA;NA;NA;NA;37.926;NA;NA;NA;NA
Sandal&Low2019;Bromus carinatus;Bromus carinatus;perennial;NA;33.311;NA;NA;NA;NA;NA;NA;13.617;NA;NA;NA;NA
Sandal&Low2019;Bromus diandrus;Bromus diandrus;annual;NA;33.743;NA;NA;NA;NA;NA;NA;17.88;NA;NA;NA;NA
Sandal&Low2019;Bromus hordeaceus;Bromus hordeaceus;annual;NA;26.523;NA;NA;NA;NA;NA;NA;20.092;NA;NA;NA;NA
Sandal&Low2019;Cynosurus echinatus;Cynosurus echinatus;annual;NA;22.469;NA;NA;NA;NA;NA;NA;26.091;NA;NA;NA;NA
Sandal&Low2019;Danthonia californica;Danthonia californica;perennial;NA;38.53;NA;NA;NA;NA;NA;NA;12.277;NA;NA;NA;NA
Sandal&Low2019;Elymus glaucus;Elymus glaucus;perennial;NA;44.556;NA;NA;NA;NA;NA;NA;14.375;NA;NA;NA;NA
Sandal&Low2019;Elymus multisetus;Elymus multisetus;perennial;NA;34.728;NA;NA;NA;NA;NA;NA;12.296;NA;NA;NA;NA
Sandal&Low2019;Festuca perennis;Lolium perenne;perennial;NA;36.788;NA;NA;NA;NA;NA;NA;17.438;NA;NA;NA;NA
Sandal&Low2019;Festuca rubra;Festuca rubra;perennial;NA;33.208;NA;NA;NA;NA;NA;NA;9.86;NA;NA;NA;NA
Sandal&Low2019;Hordeum marinum;Hordeum marinum;annual;NA;38.5;NA;NA;NA;NA;NA;NA;19.154;NA;NA;NA;NA
Sandal&Low2019;Hordeum murinum;Hordeum murinum;annual;NA;49.8;NA;NA;NA;NA;NA;NA;29.49;NA;NA;NA;NA
Sandal&Low2019;Koeleria macrantha;Koeleria macrantha;perennial;NA;31.315;NA;NA;NA;NA;NA;NA;14.192;NA;NA;NA;NA
Sandal&Low2019;Melica californica;Melica californica;perennial;NA;30.566;NA;NA;NA;NA;NA;NA;12.233;NA;NA;NA;NA
Sandal&Low2019;Stipa pulchra;Nassella pulchra;perennial;NA;37.215;NA;NA;NA;NA;NA;NA;11.228;NA;NA;NA;NA
Sandal&Low2019;Festuca myuros;Vulpia myuros;annual;NA;14.28;NA;NA;NA;NA;NA;NA;13.808;NA;NA;NA;NA
Sandaletal.2021;Aegilops triuncialis;Aegilops triuncialis;annual;NA;41.17790626;NA;NA;NA;NA;NA;NA;17.84617774;NA;NA;NA;NA
Sandaletal.2021;Agrostis pallens;Agrostis pallens;perennial;NA;81.8;NA;NA;NA;NA;NA;NA;24.33577534;NA;NA;NA;NA
Sandaletal.2021;Agrostis stolonifera;Agrostis stolonifera;perennial;NA;33.83045965;NA;NA;NA;NA;NA;NA;12.60026942;NA;NA;NA;NA
Sandaletal.2021;Aira caryophyllea;Aira caryophyllea;annual;NA;10.69903431;NA;NA;NA;NA;NA;NA;20.26627555;NA;NA;NA;NA
Sandaletal.2021;Anthoxanthum aristatum;Anthoxanthum aristatum;annual;NA;22.68968545;NA;NA;NA;NA;NA;NA;27.17913735;NA;NA;NA;NA
Sandaletal.2021;Avena barbata;Avena barbata;annual;NA;43.16961412;NA;NA;NA;NA;NA;NA;20.14184494;NA;NA;NA;NA
Sandaletal.2021;Avena fatua;Avena fatua;annual;NA;46.27687377;NA;NA;NA;NA;NA;NA;17.55623904;NA;NA;NA;NA
Sandaletal.2021;Brachypodium distachyon;Brachypodium distachyon;annual;NA;22.35898176;NA;NA;NA;NA;NA;NA;21.37282148;NA;NA;NA;NA
Sandaletal.2021;Briza maxima;Briza maxima;annual;NA;27.98829202;NA;NA;NA;NA;NA;NA;20.83831581;NA;NA;NA;NA
Sandaletal.2021;Briza minor;Briza minor;annual;NA;11.5031957;NA;NA;NA;NA;NA;NA;36.10105067;NA;NA;NA;NA
Sandaletal.2021;Bromus carinatus;Bromus carinatus;perennial;NA;40.00371507;NA;NA;NA;NA;NA;NA;14.24542582;NA;NA;NA;NA
Sandaletal.2021;Bromus diandrus;Bromus diandrus;annual;NA;34.70287273;NA;NA;NA;NA;NA;NA;19.77201594;NA;NA;NA;NA
Sandaletal.2021;Bromus hordeaceus;Bromus hordeaceus;annual;NA;22.19777508;NA;NA;NA;NA;NA;NA;24.66821861;NA;NA;NA;NA
Sandaletal.2021;Bromus laevipes;Bromus laevipes;perennial;NA;85.84928654;NA;NA;NA;NA;NA;NA;31.41107098;NA;NA;NA;NA
Sandaletal.2021;Bromus madritensis;Bromus madritensis;annual;NA;21.351587;NA;NA;NA;NA;NA;NA;22.10376467;NA;NA;NA;NA
Sandaletal.2021;Bromus sterilis;Bromus sterilis;annual;NA;NA;NA;NA;NA;NA;NA;NA;27.92864103;NA;NA;NA;NA
Sandaletal.2021;Bromus tectorum;Bromus tectorum;annual;NA;20.18774556;NA;NA;NA;NA;NA;NA;22.14265817;NA;NA;NA;NA
Sandaletal.2021;Calamagrostis ophitidis;Calamagrostis ophitidis;perennial;NA;23.4;NA;NA;NA;NA;NA;NA;3.893260292;NA;NA;NA;NA
Sandaletal.2021;Cynosurus echinatus;Cynosurus echinatus;annual;NA;24.86344272;NA;NA;NA;NA;NA;NA;28.67013207;NA;NA;NA;NA
Sandaletal.2021;Dactylis glomerata;Dactylis glomerata;perennial;NA;71.30497879;NA;NA;NA;NA;NA;NA;15.07707628;NA;NA;NA;NA
Sandaletal.2021;Danthonia californica;Danthonia californica;perennial;NA;31.94542476;NA;NA;NA;NA;NA;NA;14.24662758;NA;NA;NA;NA
Sandaletal.2021;Deschampsia danthonioides;Deschampsia danthonioides;annual;NA;35.1;NA;NA;NA;NA;NA;NA;31.47916667;NA;NA;NA;NA
Sandaletal.2021;Elymus elymoides;Elymus elymoides;perennial;NA;37.28136264;NA;NA;NA;NA;NA;NA;8.418752162;NA;NA;NA;NA
Sandaletal.2021;Elymus glaucus;Elymus glaucus;perennial;NA;49.43920123;NA;NA;NA;NA;NA;NA;16.03681149;NA;NA;NA;NA
Sandaletal.2021;Elymus multisetus;Elymus multisetus;perennial;NA;29.73723567;NA;NA;NA;NA;NA;NA;13.64587272;NA;NA;NA;NA
Sandaletal.2021;Erioneuron pulchellum;Erioneuron pulchellum;perennial;NA;NA;NA;NA;NA;NA;NA;NA;7.052923161;NA;NA;NA;NA
Sandaletal.2021;Festuca arundinacea;Festuca arundinacea;perennial;NA;54.57142857;NA;NA;NA;NA;NA;NA;7.015924877;NA;NA;NA;NA
Sandaletal.2021;Festuca californica;Festuca californica;perennial;NA;112.2967275;NA;NA;NA;NA;NA;NA;8.299660306;NA;NA;NA;NA
Sandaletal.2021;Festuca idahoensis;Festuca idahoensis;perennial;NA;62.2;NA;NA;NA;NA;NA;NA;13.52444134;NA;NA;NA;NA
Sandaletal.2021;Festuca occidentalis;Festuca occidentalis;perennial;NA;51.5;NA;NA;NA;NA;NA;NA;15.65617433;NA;NA;NA;NA
Sandaletal.2021;Festuca rubra;Festuca rubra;perennial;NA;29.02406227;NA;NA;NA;NA;NA;NA;13.0450437;NA;NA;NA;NA
Sandaletal.2021;Gastridium ventricosum;Gastridium ventricosum;annual;NA;25.84969158;NA;NA;NA;NA;NA;NA;27.24634163;NA;NA;NA;NA
Sandaletal.2021;Hilaria rigida;Hilaria rigida;perennial;NA;NA;NA;NA;NA;NA;NA;NA;8.784337348;NA;NA;NA;NA
Sandaletal.2021;Holcus lanatus;Holcus lanatus;perennial;NA;27.12177989;NA;NA;NA;NA;NA;NA;17.17388966;NA;NA;NA;NA
Sandaletal.2021;Hordeum brachyantherum;Hordeum brachyantherum;perennial;NA;42.62049045;NA;NA;NA;NA;NA;NA;18.76488687;NA;NA;NA;NA
Sandaletal.2021;Hordeum marinum;Hordeum marinum;annual;NA;26.11898452;NA;NA;NA;NA;NA;NA;17.531233;NA;NA;NA;NA
Sandaletal.2021;Hordeum murinum;Hordeum murinum;annual;NA;26.7339575;NA;NA;NA;NA;NA;NA;28.00391168;NA;NA;NA;NA
Sandaletal.2021;Koeleria macrantha;Koeleria macrantha;perennial;NA;35.25603585;NA;NA;NA;NA;NA;NA;14.92858486;NA;NA;NA;NA
Sandaletal.2021;Lolium multiflorum;Lolium multiflorum;annual;NA;39.76125095;NA;NA;NA;NA;NA;NA;25.1920309;NA;NA;NA;NA
Sandaletal.2021;Lolium perenne;Lolium perenne;perennial;NA;30.3698271;NA;NA;NA;NA;NA;NA;17.55620232;NA;NA;NA;NA
Sandaletal.2021;Melica californica;Melica californica;perennial;NA;31.80298042;NA;NA;NA;NA;NA;NA;12.62052301;NA;NA;NA;NA
Sandaletal.2021;Melica geyeri;Melica geyeri;perennial;NA;78.2;NA;NA;NA;NA;NA;NA;12.37394546;NA;NA;NA;NA
Sandaletal.2021;Melica torreyana;Melica torreyana;perennial;NA;50.99019514;NA;NA;NA;NA;NA;NA;33.53540522;NA;NA;NA;NA
Sandaletal.2021;Nassella lepida;Nassella lepida;perennial;NA;71.53077587;NA;NA;NA;NA;NA;NA;14.75342294;NA;NA;NA;NA
Sandaletal.2021;Nassella pulchra;Nassella pulchra;perennial;NA;37.05898179;NA;NA;NA;NA;NA;NA;12.10552753;NA;NA;NA;NA
Sandaletal.2021;Phalaris aquatica;Phalaris aquatica;perennial;NA;74.29676301;NA;NA;NA;NA;NA;NA;20.53451101;NA;NA;NA;NA
Sandaletal.2021;Poa annua;Poa annua;annual;NA;10.55;NA;NA;NA;NA;NA;NA;37.46621622;NA;NA;NA;NA
Sandaletal.2021;Poa bulbosa;Poa bulbosa;perennial;NA;40;NA;NA;NA;NA;NA;NA;22.84180791;NA;NA;NA;NA
Sandaletal.2021;Poa howellii;Poa howellii;annual;NA;40.7;NA;NA;NA;NA;NA;NA;38.77272727;NA;NA;NA;NA
Sandaletal.2021;Poa secunda;Pseudosclerochloa rupestris;perennial;NA;28.20436812;NA;NA;NA;NA;NA;NA;12.04873937;NA;NA;NA;NA
Sandaletal.2021;Polypogon monspeliensis;Polypogon monspeliensis;annual;NA;18.30273204;NA;NA;NA;NA;NA;NA;19.02276084;NA;NA;NA;NA
Sandaletal.2021;Pseudosclerochloa rupestris;Pseudosclerochloa rupestris;annual;NA;NA;NA;NA;NA;NA;NA;NA;17.30928807;NA;NA;NA;NA
Sandaletal.2021;Schismus arabicus;Schismus arabicus;annual;NA;5.240491726;NA;NA;NA;NA;NA;NA;20.78828645;NA;NA;NA;NA
Sandaletal.2021;Schismus barbatus;Schismus barbatus;annual;NA;NA;NA;NA;NA;NA;NA;NA;13.55329335;NA;NA;NA;NA
Sandaletal.2021;Taeniatherum caput-medusae;Taeniatherum caput-medusae;annual;NA;31.03957769;NA;NA;NA;NA;NA;NA;25.27870791;NA;NA;NA;NA
Sandaletal.2021;Vulpia bromoides;Vulpia bromoides;annual;NA;20.78887653;NA;NA;NA;NA;NA;NA;14.62994259;NA;NA;NA;NA
Sandaletal.2021;Vulpia microstachys;Vulpia microstachys;annual;NA;13.38987461;NA;NA;NA;NA;NA;NA;15.67582953;NA;NA;NA;NA
Sandaletal.2021;Vulpia myuros;Vulpia myuros;annual;NA;19.90179501;NA;NA;NA;NA;NA;NA;15.07022659;NA;NA;NA;NA
Sandaletal.2021;Vulpia octoflora;Vulpia octoflora;annual;NA;5.3;NA;NA;NA;NA;NA;NA;38.62393162;NA;NA;NA;NA
Larsonetal.2015;Eriocoma lemmonii;Eriocoma lemmonii;perennial;78.1806368;NA;312.9;NA;NA;NA;NA;5.87;11.9825;80.975;NA;NA;NA
Larsonetal.2015;Agropyron cristatum;Agropyron cristatum;perennial;33.76239383;NA;230.225;NA;NA;NA;NA;2.3;22.57;115.495;NA;NA;NA
Larsonetal.2015;Agropyron cristatum;Agropyron cristatum;perennial;50.69647183;NA;211.825;NA;NA;NA;NA;1.17;28.3425;108.07;NA;NA;NA
Larsonetal.2015;Agropyron desertorum;Agropyron desertorum;perennial;28.5703376;NA;201.325;NA;NA;NA;NA;2.84;24.6125;89.3825;NA;NA;NA
Larsonetal.2015;Agropyron desertorum;Agropyron desertorum;perennial;71.18787588;NA;244.125;NA;NA;NA;NA;2.87;20.17;102.51;NA;NA;NA
Larsonetal.2015;Agropyron desertorum;Agropyron desertorum;perennial;39.55453532;NA;235.725;NA;NA;NA;NA;2.26;20.9275;112.325;NA;NA;NA
Larsonetal.2015;Agropyron fragile;Agropyron fragile;perennial;55.63404688;NA;218.5;NA;NA;NA;NA;2.84;21.4225;96.6325;NA;NA;NA
Larsonetal.2015;Agropyron fragile;Agropyron fragile;perennial;43.42552812;NA;237.45;NA;NA;NA;NA;2.62;21.6125;94.0275;NA;NA;NA
Larsonetal.2015;Agropyron fragile;Agropyron fragile;perennial;27.90547798;NA;217.225;NA;NA;NA;NA;2.6;21.715;92.8775;NA;NA;NA
Larsonetal.2015;Bromus inermis;Bromus inermis;perennial;84.41102758;NA;206.6;NA;NA;NA;NA;3.32;26.025;110.14;NA;NA;NA
Larsonetal.2015;Bromus inermis;Bromus inermis;perennial;50.51498127;NA;221.925;NA;NA;NA;NA;2.55;23.2725;89.3675;NA;NA;NA
Larsonetal.2015;Bromus japonicus;Bromus japonicus;annual;38.14596017;NA;211.25;NA;NA;NA;NA;2.18;25.885;92.4225;NA;NA;NA
Larsonetal.2015;Bromus riparius;Bromus riparius;perennial;91.82949777;NA;208.825;NA;NA;NA;NA;5.53;24.49;72.67;NA;NA;NA
Larsonetal.2015;Bromus riparius;Bromus riparius;perennial;75.96371882;NA;202.4;NA;NA;NA;NA;4.93;25.175;83.085;NA;NA;NA
Larsonetal.2015;Bromus tectorum;Bromus tectorum;annual;39.92673995;NA;189.1;NA;NA;NA;NA;2.32;29.145;132.205;NA;NA;NA
Larsonetal.2015;Elymus elymoides;Elymus elymoides;perennial;83.52075523;NA;256.6;NA;NA;NA;NA;3.02;19.76;107.12;NA;NA;NA
Larsonetal.2015;Elymus elymoides;Elymus elymoides;perennial;57.14506385;NA;255.8;NA;NA;NA;NA;2.31;16.695;100.8225;NA;NA;NA
Larsonetal.2015;Elymus elymoides;Elymus elymoides;perennial;88.33333333;NA;266.8;NA;NA;NA;NA;2.23;19.82;122.385;NA;NA;NA
